P,Sex,Age,Bigram_Frequency,Conc_trailing,Freq_trailing,LR_Diversity,Letters_trailing,POS_trailing,Syll_trailing,Trailing,response_time
5,1,29,0,2.23,387.47,0,4,Adverb,2,away,554
6,1,30,0,2.23,387.47,0,4,Adverb,2,away,1316
7,0,38,0,2.23,387.47,0,4,Adverb,2,away,462
8,1,30,0,2.23,387.47,0,4,Adverb,2,away,520
9,1,46,0,2.23,387.47,0,4,Adverb,2,away,698
10,1,21,0,2.23,387.47,0,4,Adverb,2,away,644
11,1,20,0,2.23,387.47,0,4,Adverb,2,away,744
12,0,24,0,2.23,387.47,0,4,Adverb,2,away,772
13,1,29,0,2.23,387.47,0,4,Adverb,2,away,482
14,0,22,0,2.23,387.47,0,4,Adverb,2,away,1130
16,1,22,0,2.23,387.47,0,4,Adverb,2,away,1045
17,1,33,0,2.23,387.47,0,4,Adverb,2,away,486
18,1,25,0,2.23,387.47,0,4,Adverb,2,away,805
19,1,46,0,2.23,387.47,0,4,Adverb,2,away,739
20,1,23,0,2.23,387.47,0,4,Adverb,2,away,1178
22,1,29,0,2.23,387.47,0,4,Adverb,2,away,610
23,1,42,0,2.23,387.47,0,4,Adverb,2,away,441
25,1,47,0,2.23,387.47,0,4,Adverb,2,away,693
26,0,51,0,2.23,387.47,0,4,Adverb,2,away,1033
27,1,46,0,2.23,387.47,0,4,Adverb,2,away,976
28,1,30,0,2.23,387.47,0,4,Adverb,2,away,791
29,0,29,0,2.23,387.47,0,4,Adverb,2,away,737
29,0,29,0,2.23,387.47,0,4,Adverb,2,away,737
1,1,30,151,2.24,52.18,1128,4,Verb,1,gain,480
2,1,50,151,2.24,52.18,1128,4,Verb,1,gain,934
3,1,60,151,2.24,52.18,1128,4,Verb,1,gain,841
4,1,51,151,2.24,52.18,1128,4,Verb,1,gain,440
5,1,29,151,2.24,52.18,1128,4,Verb,1,gain,885
6,1,30,151,2.24,52.18,1128,4,Verb,1,gain,662
7,0,38,151,2.24,52.18,1128,4,Verb,1,gain,552
8,1,30,151,2.24,52.18,1128,4,Verb,1,gain,503
9,1,46,151,2.24,52.18,1128,4,Verb,1,gain,841
10,1,21,151,2.24,52.18,1128,4,Verb,1,gain,577
11,1,20,151,2.24,52.18,1128,4,Verb,1,gain,663
12,0,24,151,2.24,52.18,1128,4,Verb,1,gain,635
13,1,29,151,2.24,52.18,1128,4,Verb,1,gain,486
16,1,22,151,2.24,52.18,1128,4,Verb,1,gain,1238
17,1,33,151,2.24,52.18,1128,4,Verb,1,gain,768
18,1,25,151,2.24,52.18,1128,4,Verb,1,gain,396
19,1,46,151,2.24,52.18,1128,4,Verb,1,gain,862
20,1,23,151,2.24,52.18,1128,4,Verb,1,gain,624
21,1,18,151,2.24,52.18,1128,4,Verb,1,gain,492
22,1,29,151,2.24,52.18,1128,4,Verb,1,gain,1202
23,1,42,151,2.24,52.18,1128,4,Verb,1,gain,505
24,1,48,151,2.24,52.18,1128,4,Verb,1,gain,558
25,1,47,151,2.24,52.18,1128,4,Verb,1,gain,647
26,0,51,151,2.24,52.18,1128,4,Verb,1,gain,718
27,1,46,151,2.24,52.18,1128,4,Verb,1,gain,655
28,1,30,151,2.24,52.18,1128,4,Verb,1,gain,593
29,0,29,151,2.24,52.18,1128,4,Verb,1,gain,816
29,0,29,151,2.24,52.18,1128,4,Verb,1,gain,816
2,1,50,10,2.29,67.68,679,7,Verb,2,achieve,908
3,1,60,10,2.29,67.68,679,7,Verb,2,achieve,785
4,1,51,10,2.29,67.68,679,7,Verb,2,achieve,887
5,1,29,10,2.29,67.68,679,7,Verb,2,achieve,479
6,1,30,10,2.29,67.68,679,7,Verb,2,achieve,2843
8,1,30,10,2.29,67.68,679,7,Verb,2,achieve,770
9,1,46,10,2.29,67.68,679,7,Verb,2,achieve,785
10,1,21,10,2.29,67.68,679,7,Verb,2,achieve,513
11,1,20,10,2.29,67.68,679,7,Verb,2,achieve,1094
12,0,24,10,2.29,67.68,679,7,Verb,2,achieve,602
13,1,29,10,2.29,67.68,679,7,Verb,2,achieve,483
14,0,22,10,2.29,67.68,679,7,Verb,2,achieve,388
16,1,22,10,2.29,67.68,679,7,Verb,2,achieve,1567
17,1,33,10,2.29,67.68,679,7,Verb,2,achieve,1170
19,1,46,10,2.29,67.68,679,7,Verb,2,achieve,1804
20,1,23,10,2.29,67.68,679,7,Verb,2,achieve,838
21,1,18,10,2.29,67.68,679,7,Verb,2,achieve,874
22,1,29,10,2.29,67.68,679,7,Verb,2,achieve,680
23,1,42,10,2.29,67.68,679,7,Verb,2,achieve,540
24,1,48,10,2.29,67.68,679,7,Verb,2,achieve,989
26,0,51,10,2.29,67.68,679,7,Verb,2,achieve,1936
27,1,46,10,2.29,67.68,679,7,Verb,2,achieve,568
28,1,30,10,2.29,67.68,679,7,Verb,2,achieve,620
2,1,50,0,2.31,81.81,263,5,Verb,2,agree,661
3,1,60,0,2.31,81.81,263,5,Verb,2,agree,599
4,1,51,0,2.31,81.81,263,5,Verb,2,agree,509
5,1,29,0,2.31,81.81,263,5,Verb,2,agree,663
6,1,30,0,2.31,81.81,263,5,Verb,2,agree,980
7,0,38,0,2.31,81.81,263,5,Verb,2,agree,434
8,1,30,0,2.31,81.81,263,5,Verb,2,agree,611
9,1,46,0,2.31,81.81,263,5,Verb,2,agree,599
10,1,21,0,2.31,81.81,263,5,Verb,2,agree,835
11,1,20,0,2.31,81.81,263,5,Verb,2,agree,755
12,0,24,0,2.31,81.81,263,5,Verb,2,agree,887
13,1,29,0,2.31,81.81,263,5,Verb,2,agree,565
14,0,22,0,2.31,81.81,263,5,Verb,2,agree,618
16,1,22,0,2.31,81.81,263,5,Verb,2,agree,2849
18,1,25,0,2.31,81.81,263,5,Verb,2,agree,546
19,1,46,0,2.31,81.81,263,5,Verb,2,agree,1176
20,1,23,0,2.31,81.81,263,5,Verb,2,agree,629
22,1,29,0,2.31,81.81,263,5,Verb,2,agree,1665
23,1,42,0,2.31,81.81,263,5,Verb,2,agree,777
24,1,48,0,2.31,81.81,263,5,Verb,2,agree,621
25,1,47,0,2.31,81.81,263,5,Verb,2,agree,1315
26,0,51,0,2.31,81.81,263,5,Verb,2,agree,2026
27,1,46,0,2.31,81.81,263,5,Verb,2,agree,1046
28,1,30,0,2.31,81.81,263,5,Verb,2,agree,671
29,0,29,0,2.31,81.81,263,5,Verb,2,agree,1083
29,0,29,0,2.31,81.81,263,5,Verb,2,agree,1083
2,1,50,10,2.31,57.8,11,7,Noun,2,absence,743
3,1,60,10,2.31,57.8,11,7,Noun,2,absence,1126
4,1,51,10,2.31,57.8,11,7,Noun,2,absence,633
7,0,38,10,2.31,57.8,11,7,Noun,2,absence,598
8,1,30,10,2.31,57.8,11,7,Noun,2,absence,1098
9,1,46,10,2.31,57.8,11,7,Noun,2,absence,1126
10,1,21,10,2.31,57.8,11,7,Noun,2,absence,569
11,1,20,10,2.31,57.8,11,7,Noun,2,absence,694
12,0,24,10,2.31,57.8,11,7,Noun,2,absence,892
14,0,22,10,2.31,57.8,11,7,Noun,2,absence,837
16,1,22,10,2.31,57.8,11,7,Noun,2,absence,1420
18,1,25,10,2.31,57.8,11,7,Noun,2,absence,631
19,1,46,10,2.31,57.8,11,7,Noun,2,absence,965
20,1,23,10,2.31,57.8,11,7,Noun,2,absence,1289
22,1,29,10,2.31,57.8,11,7,Noun,2,absence,658
23,1,42,10,2.31,57.8,11,7,Noun,2,absence,590
24,1,48,10,2.31,57.8,11,7,Noun,2,absence,1222
26,0,51,10,2.31,57.8,11,7,Noun,2,absence,1019
27,1,46,10,2.31,57.8,11,7,Noun,2,absence,578
28,1,30,10,2.31,57.8,11,7,Noun,2,absence,814
2,1,50,0,2.35,187.78,44,8,Noun,2,language,1051
3,1,60,0,2.35,187.78,44,8,Noun,2,language,1100
4,1,51,0,2.35,187.78,44,8,Noun,2,language,546
6,1,30,0,2.35,187.78,44,8,Noun,2,language,1342
7,0,38,0,2.35,187.78,44,8,Noun,2,language,528
8,1,30,0,2.35,187.78,44,8,Noun,2,language,996
9,1,46,0,2.35,187.78,44,8,Noun,2,language,1100
10,1,21,0,2.35,187.78,44,8,Noun,2,language,687
11,1,20,0,2.35,187.78,44,8,Noun,2,language,829
12,0,24,0,2.35,187.78,44,8,Noun,2,language,1139
14,0,22,0,2.35,187.78,44,8,Noun,2,language,554
16,1,22,0,2.35,187.78,44,8,Noun,2,language,1524
18,1,25,0,2.35,187.78,44,8,Noun,2,language,804
19,1,46,0,2.35,187.78,44,8,Noun,2,language,1162
20,1,23,0,2.35,187.78,44,8,Noun,2,language,580
22,1,29,0,2.35,187.78,44,8,Noun,2,language,1526
23,1,42,0,2.35,187.78,44,8,Noun,2,language,549
24,1,48,0,2.35,187.78,44,8,Noun,2,language,2895
26,0,51,0,2.35,187.78,44,8,Noun,2,language,862
27,1,46,0,2.35,187.78,44,8,Noun,2,language,749
28,1,30,0,2.35,187.78,44,8,Noun,2,language,886
2,1,50,10,2.35,187.78,1,8,Noun,2,language,723
3,1,60,10,2.35,187.78,1,8,Noun,2,language,1313
4,1,51,10,2.35,187.78,1,8,Noun,2,language,577
8,1,30,10,2.35,187.78,1,8,Noun,2,language,819
9,1,46,10,2.35,187.78,1,8,Noun,2,language,1313
10,1,21,10,2.35,187.78,1,8,Noun,2,language,737
11,1,20,10,2.35,187.78,1,8,Noun,2,language,547
12,0,24,10,2.35,187.78,1,8,Noun,2,language,641
14,0,22,10,2.35,187.78,1,8,Noun,2,language,415
16,1,22,10,2.35,187.78,1,8,Noun,2,language,2084
18,1,25,10,2.35,187.78,1,8,Noun,2,language,693
19,1,46,10,2.35,187.78,1,8,Noun,2,language,610
20,1,23,10,2.35,187.78,1,8,Noun,2,language,577
22,1,29,10,2.35,187.78,1,8,Noun,2,language,613
23,1,42,10,2.35,187.78,1,8,Noun,2,language,548
26,0,51,10,2.35,187.78,1,8,Noun,2,language,864
27,1,46,10,2.35,187.78,1,8,Noun,2,language,376
28,1,30,10,2.35,187.78,1,8,Noun,2,language,995
1,1,30,230,2.37,278.13,448,4,Verb,1,keep,532
2,1,50,230,2.37,278.13,448,4,Verb,1,keep,533
3,1,60,230,2.37,278.13,448,4,Verb,1,keep,448
4,1,51,230,2.37,278.13,448,4,Verb,1,keep,406
5,1,29,230,2.37,278.13,448,4,Verb,1,keep,505
6,1,30,230,2.37,278.13,448,4,Verb,1,keep,713
7,0,38,230,2.37,278.13,448,4,Verb,1,keep,362
8,1,30,230,2.37,278.13,448,4,Verb,1,keep,414
9,1,46,230,2.37,278.13,448,4,Verb,1,keep,448
10,1,21,230,2.37,278.13,448,4,Verb,1,keep,408
11,1,20,230,2.37,278.13,448,4,Verb,1,keep,507
12,0,24,230,2.37,278.13,448,4,Verb,1,keep,511
13,1,29,230,2.37,278.13,448,4,Verb,1,keep,424
14,0,22,230,2.37,278.13,448,4,Verb,1,keep,515
16,1,22,230,2.37,278.13,448,4,Verb,1,keep,752
17,1,33,230,2.37,278.13,448,4,Verb,1,keep,448
18,1,25,230,2.37,278.13,448,4,Verb,1,keep,380
19,1,46,230,2.37,278.13,448,4,Verb,1,keep,950
20,1,23,230,2.37,278.13,448,4,Verb,1,keep,1078
21,1,18,230,2.37,278.13,448,4,Verb,1,keep,381
22,1,29,230,2.37,278.13,448,4,Verb,1,keep,513
23,1,42,230,2.37,278.13,448,4,Verb,1,keep,498
24,1,48,230,2.37,278.13,448,4,Verb,1,keep,708
25,1,47,230,2.37,278.13,448,4,Verb,1,keep,465
26,0,51,230,2.37,278.13,448,4,Verb,1,keep,714
28,1,30,230,2.37,278.13,448,4,Verb,1,keep,525
29,0,29,230,2.37,278.13,448,4,Verb,1,keep,616
29,0,29,230,2.37,278.13,448,4,Verb,1,keep,616
2,1,50,10,2.38,304.1,505,4,Adjective,2,able,433
3,1,60,10,2.38,304.1,505,4,Adjective,2,able,1080
4,1,51,10,2.38,304.1,505,4,Adjective,2,able,486
6,1,30,10,2.38,304.1,505,4,Adjective,2,able,1801
7,0,38,10,2.38,304.1,505,4,Adjective,2,able,448
8,1,30,10,2.38,304.1,505,4,Adjective,2,able,610
9,1,46,10,2.38,304.1,505,4,Adjective,2,able,1080
10,1,21,10,2.38,304.1,505,4,Adjective,2,able,447
11,1,20,10,2.38,304.1,505,4,Adjective,2,able,668
12,0,24,10,2.38,304.1,505,4,Adjective,2,able,1195
14,0,22,10,2.38,304.1,505,4,Adjective,2,able,556
16,1,22,10,2.38,304.1,505,4,Adjective,2,able,964
18,1,25,10,2.38,304.1,505,4,Adjective,2,able,544
19,1,46,10,2.38,304.1,505,4,Adjective,2,able,636
20,1,23,10,2.38,304.1,505,4,Adjective,2,able,575
22,1,29,10,2.38,304.1,505,4,Adjective,2,able,605
23,1,42,10,2.38,304.1,505,4,Adjective,2,able,523
24,1,48,10,2.38,304.1,505,4,Adjective,2,able,853
26,0,51,10,2.38,304.1,505,4,Adjective,2,able,268
27,1,46,10,2.38,304.1,505,4,Adjective,2,able,532
28,1,30,10,2.38,304.1,505,4,Adjective,2,able,851
1,1,30,186,2.38,228.64,541,5,Preposition,2,among,494
2,1,50,186,2.38,228.64,541,5,Preposition,2,among,1223
3,1,60,186,2.38,228.64,541,5,Preposition,2,among,1313
4,1,51,186,2.38,228.64,541,5,Preposition,2,among,804
5,1,29,186,2.38,228.64,541,5,Preposition,2,among,719
7,0,38,186,2.38,228.64,541,5,Preposition,2,among,447
8,1,30,186,2.38,228.64,541,5,Preposition,2,among,564
9,1,46,186,2.38,228.64,541,5,Preposition,2,among,1313
10,1,21,186,2.38,228.64,541,5,Preposition,2,among,519
11,1,20,186,2.38,228.64,541,5,Preposition,2,among,669
12,0,24,186,2.38,228.64,541,5,Preposition,2,among,525
13,1,29,186,2.38,228.64,541,5,Preposition,2,among,622
14,0,22,186,2.38,228.64,541,5,Preposition,2,among,488
17,1,33,186,2.38,228.64,541,5,Preposition,2,among,714
18,1,25,186,2.38,228.64,541,5,Preposition,2,among,511
19,1,46,186,2.38,228.64,541,5,Preposition,2,among,794
20,1,23,186,2.38,228.64,541,5,Preposition,2,among,1109
22,1,29,186,2.38,228.64,541,5,Preposition,2,among,2643
23,1,42,186,2.38,228.64,541,5,Preposition,2,among,466
24,1,48,186,2.38,228.64,541,5,Preposition,2,among,911
25,1,47,186,2.38,228.64,541,5,Preposition,2,among,1122
26,0,51,186,2.38,228.64,541,5,Preposition,2,among,655
27,1,46,186,2.38,228.64,541,5,Preposition,2,among,583
28,1,30,186,2.38,228.64,541,5,Preposition,2,among,713
29,0,29,186,2.38,228.64,541,5,Preposition,2,among,713
29,0,29,186,2.38,228.64,541,5,Preposition,2,among,713
2,1,50,11,2.39,92.1,1,4,Adjective,1,fair,1298
3,1,60,11,2.39,92.1,1,4,Adjective,1,fair,1362
4,1,51,11,2.39,92.1,1,4,Adjective,1,fair,1176
6,1,30,11,2.39,92.1,1,4,Adjective,1,fair,2118
7,0,38,11,2.39,92.1,1,4,Adjective,1,fair,424
8,1,30,11,2.39,92.1,1,4,Adjective,1,fair,558
9,1,46,11,2.39,92.1,1,4,Adjective,1,fair,1362
10,1,21,11,2.39,92.1,1,4,Adjective,1,fair,525
11,1,20,11,2.39,92.1,1,4,Adjective,1,fair,707
12,0,24,11,2.39,92.1,1,4,Adjective,1,fair,552
14,0,22,11,2.39,92.1,1,4,Adjective,1,fair,550
16,1,22,11,2.39,92.1,1,4,Adjective,1,fair,828
18,1,25,11,2.39,92.1,1,4,Adjective,1,fair,508
19,1,46,11,2.39,92.1,1,4,Adjective,1,fair,845
20,1,23,11,2.39,92.1,1,4,Adjective,1,fair,608
22,1,29,11,2.39,92.1,1,4,Adjective,1,fair,774
23,1,42,11,2.39,92.1,1,4,Adjective,1,fair,451
26,0,51,11,2.39,92.1,1,4,Adjective,1,fair,895
27,1,46,11,2.39,92.1,1,4,Adjective,1,fair,427
28,1,30,11,2.39,92.1,1,4,Adjective,1,fair,592
2,1,50,0,2.41,114.69,8,5,Verb,2,allow,764
3,1,60,0,2.41,114.69,8,5,Verb,2,allow,688
4,1,51,0,2.41,114.69,8,5,Verb,2,allow,673
6,1,30,0,2.41,114.69,8,5,Verb,2,allow,974
7,0,38,0,2.41,114.69,8,5,Verb,2,allow,481
8,1,30,0,2.41,114.69,8,5,Verb,2,allow,554
9,1,46,0,2.41,114.69,8,5,Verb,2,allow,688
10,1,21,0,2.41,114.69,8,5,Verb,2,allow,793
11,1,20,0,2.41,114.69,8,5,Verb,2,allow,690
12,0,24,0,2.41,114.69,8,5,Verb,2,allow,1183
14,0,22,0,2.41,114.69,8,5,Verb,2,allow,484
16,1,22,0,2.41,114.69,8,5,Verb,2,allow,2813
18,1,25,0,2.41,114.69,8,5,Verb,2,allow,514
19,1,46,0,2.41,114.69,8,5,Verb,2,allow,1066
20,1,23,0,2.41,114.69,8,5,Verb,2,allow,617
22,1,29,0,2.41,114.69,8,5,Verb,2,allow,645
23,1,42,0,2.41,114.69,8,5,Verb,2,allow,430
26,0,51,0,2.41,114.69,8,5,Verb,2,allow,1830
27,1,46,0,2.41,114.69,8,5,Verb,2,allow,71
28,1,30,0,2.41,114.69,8,5,Verb,2,allow,597
2,1,50,535,2.41,53.15,75,4,Noun,1,hell,607
3,1,60,535,2.41,53.15,75,4,Noun,1,hell,644
4,1,51,535,2.41,53.15,75,4,Noun,1,hell,547
6,1,30,535,2.41,53.15,75,4,Noun,1,hell,894
7,0,38,535,2.41,53.15,75,4,Noun,1,hell,694
8,1,30,535,2.41,53.15,75,4,Noun,1,hell,502
9,1,46,535,2.41,53.15,75,4,Noun,1,hell,644
10,1,21,535,2.41,53.15,75,4,Noun,1,hell,599
11,1,20,535,2.41,53.15,75,4,Noun,1,hell,1064
12,0,24,535,2.41,53.15,75,4,Noun,1,hell,712
14,0,22,535,2.41,53.15,75,4,Noun,1,hell,355
16,1,22,535,2.41,53.15,75,4,Noun,1,hell,898
18,1,25,535,2.41,53.15,75,4,Noun,1,hell,515
19,1,46,535,2.41,53.15,75,4,Noun,1,hell,601
20,1,23,535,2.41,53.15,75,4,Noun,1,hell,451
22,1,29,535,2.41,53.15,75,4,Noun,1,hell,638
23,1,42,535,2.41,53.15,75,4,Noun,1,hell,511
24,1,48,535,2.41,53.15,75,4,Noun,1,hell,620
26,0,51,535,2.41,53.15,75,4,Noun,1,hell,709
27,1,46,535,2.41,53.15,75,4,Noun,1,hell,811
28,1,30,535,2.41,53.15,75,4,Noun,1,hell,611
1,1,30,0,2.5,190.6,9,7,Noun,1,hipster,273
2,1,50,0,2.5,190.6,9,7,Noun,1,hipster,1425
3,1,60,0,2.5,190.6,9,7,Noun,1,hipster,1274
4,1,51,0,2.5,190.6,9,7,Noun,1,hipster,579
5,1,29,0,2.5,190.6,9,7,Noun,1,hipster,820
7,0,38,0,2.5,190.6,9,7,Noun,1,hipster,613
8,1,30,0,2.5,190.6,9,7,Noun,1,hipster,849
9,1,46,0,2.5,190.6,9,7,Noun,1,hipster,1274
10,1,21,0,2.5,190.6,9,7,Noun,1,hipster,656
11,1,20,0,2.5,190.6,9,7,Noun,1,hipster,978
12,0,24,0,2.5,190.6,9,7,Noun,1,hipster,928
13,1,29,0,2.5,190.6,9,7,Noun,1,hipster,529
14,0,22,0,2.5,190.6,9,7,Noun,1,hipster,685
16,1,22,0,2.5,190.6,9,7,Noun,1,hipster,2117
17,1,33,0,2.5,190.6,9,7,Noun,1,hipster,1538
18,1,25,0,2.5,190.6,9,7,Noun,1,hipster,807
19,1,46,0,2.5,190.6,9,7,Noun,1,hipster,1457
20,1,23,0,2.5,190.6,9,7,Noun,1,hipster,1153
21,1,18,0,2.5,190.6,9,7,Noun,1,hipster,535
22,1,29,0,2.5,190.6,9,7,Noun,1,hipster,1121
23,1,42,0,2.5,190.6,9,7,Noun,1,hipster,715
24,1,48,0,2.5,190.6,9,7,Noun,1,hipster,1533
25,1,47,0,2.5,190.6,9,7,Noun,1,hipster,80
27,1,46,0,2.5,190.6,9,7,Noun,1,hipster,1345
28,1,30,0,2.5,190.6,9,7,Noun,1,hipster,758
29,0,29,0,2.5,190.6,9,7,Noun,1,hipster,860
29,0,29,0,2.5,190.6,9,7,Noun,1,hipster,860
1,1,30,12,2.52,9.85,2,4,Adjective,1,rude,605
2,1,50,12,2.52,9.85,2,4,Adjective,1,rude,669
3,1,60,12,2.52,9.85,2,4,Adjective,1,rude,676
4,1,51,12,2.52,9.85,2,4,Adjective,1,rude,722
5,1,29,12,2.52,9.85,2,4,Adjective,1,rude,534
6,1,30,12,2.52,9.85,2,4,Adjective,1,rude,1400
7,0,38,12,2.52,9.85,2,4,Adjective,1,rude,432
8,1,30,12,2.52,9.85,2,4,Adjective,1,rude,544
9,1,46,12,2.52,9.85,2,4,Adjective,1,rude,676
10,1,21,12,2.52,9.85,2,4,Adjective,1,rude,567
11,1,20,12,2.52,9.85,2,4,Adjective,1,rude,611
12,0,24,12,2.52,9.85,2,4,Adjective,1,rude,584
13,1,29,12,2.52,9.85,2,4,Adjective,1,rude,609
16,1,22,12,2.52,9.85,2,4,Adjective,1,rude,1180
17,1,33,12,2.52,9.85,2,4,Adjective,1,rude,544
18,1,25,12,2.52,9.85,2,4,Adjective,1,rude,497
19,1,46,12,2.52,9.85,2,4,Adjective,1,rude,758
20,1,23,12,2.52,9.85,2,4,Adjective,1,rude,500
21,1,18,12,2.52,9.85,2,4,Adjective,1,rude,1001
22,1,29,12,2.52,9.85,2,4,Adjective,1,rude,519
23,1,42,12,2.52,9.85,2,4,Adjective,1,rude,518
24,1,48,12,2.52,9.85,2,4,Adjective,1,rude,905
25,1,47,12,2.52,9.85,2,4,Adjective,1,rude,761
26,0,51,12,2.52,9.85,2,4,Adjective,1,rude,957
27,1,46,12,2.52,9.85,2,4,Adjective,1,rude,627
28,1,30,12,2.52,9.85,2,4,Adjective,1,rude,564
29,0,29,12,2.52,9.85,2,4,Adjective,1,rude,1442
29,0,29,12,2.52,9.85,2,4,Adjective,1,rude,1442
1,1,30,461,2.52,171.14,850,8,Noun,2,practice,579
2,1,50,461,2.52,171.14,850,8,Noun,2,practice,935
3,1,60,461,2.52,171.14,850,8,Noun,2,practice,716
4,1,51,461,2.52,171.14,850,8,Noun,2,practice,575
5,1,29,461,2.52,171.14,850,8,Noun,2,practice,528
6,1,30,461,2.52,171.14,850,8,Noun,2,practice,2325
7,0,38,461,2.52,171.14,850,8,Noun,2,practice,471
8,1,30,461,2.52,171.14,850,8,Noun,2,practice,627
9,1,46,461,2.52,171.14,850,8,Noun,2,practice,716
10,1,21,461,2.52,171.14,850,8,Noun,2,practice,609
11,1,20,461,2.52,171.14,850,8,Noun,2,practice,523
12,0,24,461,2.52,171.14,850,8,Noun,2,practice,682
13,1,29,461,2.52,171.14,850,8,Noun,2,practice,447
14,0,22,461,2.52,171.14,850,8,Noun,2,practice,404
16,1,22,461,2.52,171.14,850,8,Noun,2,practice,1497
17,1,33,461,2.52,171.14,850,8,Noun,2,practice,809
18,1,25,461,2.52,171.14,850,8,Noun,2,practice,728
19,1,46,461,2.52,171.14,850,8,Noun,2,practice,1289
20,1,23,461,2.52,171.14,850,8,Noun,2,practice,896
21,1,18,461,2.52,171.14,850,8,Noun,2,practice,716
22,1,29,461,2.52,171.14,850,8,Noun,2,practice,835
23,1,42,461,2.52,171.14,850,8,Noun,2,practice,991
24,1,48,461,2.52,171.14,850,8,Noun,2,practice,1137
25,1,47,461,2.52,171.14,850,8,Noun,2,practice,908
26,0,51,461,2.52,171.14,850,8,Noun,2,practice,1013
27,1,46,461,2.52,171.14,850,8,Noun,2,practice,669
